"solId","startUopid","endUopid","length"
"097d4c5e5c88f753644f8d62b837a3a476498d04","DE0HDRO","DE0HLMF",5400.0
"09827a7638d31ace1f33e228139c60153ad5d794","DE0KOPL","DE0KWER",1400.0
"09d1a7f0f05443be820dfcd8ded7c661785759a0","DE0HHER","DE0HBKL",7100.0
"09d3e68afe0f975aae2e62cdac9b41735f91552d","DE97360","DE00RIM",1300.0
"09ead6bb7e69985ccea54cc5ffc3bf5b498ab2bd","DE0TWIB","DE00TNA",8800.0
"09ec368aec951436a37970dc0138eeb955d9d617","DE0RGEM","DE0RGES",1700.0
"09eddbbe78134fed39a097b17d188696bf7209d3","DE96627","DE0SHPS",2600.0
"0a0171507a8ffcc80a6e4eb99b3772e4a4326ad9","DE95594","DE00NWS",2800.0
"0a132bec29ce345faa8c8ff47e7df7a483a30cc1","DE0FLBF","DE00FFS",600.0
"0a17beb08c30f5ae96851b26a6707b9cfed97da0","DE0NLWI","DE00NDB",13100.0
"0a23dc83daff4d9c8d15867747c9c21853913010","DE00MGB","DE97915",2100.0
"0a2445cc692634afa3334182d2aee7cf1811e2da","DE97180","DE97181",3500.0
"0a3539cbca961ec914c386810fc8000bc082b662","DE0FKRB","DE97140",1400.0
"0a465cec09b35dccb2ebe62982407848a703bb6a","DE0TDLM","DE00TTR",3300.0
"0a4fd596539d1a08ec4d3a84806a507efdb7d804","DE0FNFD","DE0FGUH",4800.0
"0a5094524316f4b9c83557d8a68a5ea98202deb5","DE95825","DE00EGB",1900.0
"0a5fb8d58910f5b553a24b648ce704c4f352d0cd","DE00KNL","DE0KHBR",2000.0
"0a7a70b7b52501fa4a19877bcf3d6334f9014d86","DE0RERO","DE0RFHM",1600.0
"0a7d3cc293fcc825e03a106142bc7efe19300191","DE95717","DE0NNKS",300.0
"0a852b883e5d0658a1f310ef36b0c6a20e0278f2","DE00NIM","DE0NNSG",10800.0
"0a868eac375f5f2809539637babadc17baf1984c","DE96547","DE0EBWE",200.0
"0a88abea5508d3b9bae49cde5611be28aae0339c","DE0NBAB","DE00NSL",5600.0
"0a8fc81d606625302c7916f7fd38a8f1ca83ef5f","DE0RHSM","DE0RGOS",2400.0
"0a91d178e539dde30119a45c007d890854b8c06b","DE96570","DE96562",2100.0
"0aa195b57c724e786828e427689480800e107335","DE0FNDS","DE0FBUN",2000.0
"0aa653912982ff244d00e6026948e490435d0e6c","DE97004","DE00FRH",100.0
"0aa72c6a9760629ce98ab59a5d9fbd8660f989d6","DE96180","DE96178",200.0
"0aaa9331dd8c0863ca5f35bcbf61677da27d0fd4","DE95070","DE0ROKS",1300.0
"0aaf263712539a5ac9643204fbe851e083f603b2","DE96550","DE0EPDN",200.0
"0ac3ed08d41cfbfc0775888568ec557e37d8ebb3","DE0FKWB","DE0FTWS",1300.0
"0acdb6b6d9e301db73f8de619df5723e1f5c9bc8","DE0MBGU","DE0MMAH",3800.0
"0ace7fe83cd1eaf3d48313ad29e5a8d10b384cf4","DE0KFKO","DE00KHR",5100.0
"0ad31f3244bf66238235a31ca2e5a066f497c3ae","DE0ESRO","DE96155",8800.0
"0ad797fe5ee5fcee538d1aebe627d62c11c888a5","DE000FG","DE0FLST",2700.0
"0ae6fbf648ff209cd9beec4532cd618de3ecc236","DE0SNOR","DE96735",11300.0
"0af45b3c7a505776e3a68915326473f00ff8c5a6","DE0MATM","DE0MTSB",3200.0
"0af4e9a3193a5d671a38f9fbe1cacd79ed391b42","DE00TBM","DE0TBME",1900.0
"0b08b4c7a9102f13395aefa3ee2be5082a57fe97","DE0KGEK","DE00KLD",7300.0
"0b1025b87ebf59368a65c4e54083cf431e93d8fd","DE00NRH","DE0NHUE",2700.0
"0b143fc35d0edc5f4b0629960728a53ca47945cb","DE00MOM","DE00MGK",7400.0
"0b2ce404ed5784b6c8d8e03e9da488238ea9ae57","DE0SBOG","DE96660",100.0
"0b335bb7aa7cb81fcb6dd09688cb8faae6ed21ec","DE00MMA","DEMMA%20A",800.0
"0b3878d9f9226251feebf070ce5959c613a68443","DE97299","DE0RNEZ",4800.0
"0b3d89e07d3edf87abd2b2aa9b079fdf81416f7e","DE0EEDZ","DE0EEBE",3700.0
"0b3f385cea92974cc17af92a9decb898a4328464","DE00FBH","DE96927",300.0
"0b456d1d3eca393407f72021ddae618673c90eb7","DE96833","DE96834",4000.0
"0b49e440c8a428aff5e2bb491a71d31b5e330a90","DE0EHOP","DE0EMSN",3400.0
"0b75eac2282f5c40c01e661beeb14ffa8975cd1d","DE00SKY","DE96303",6000.0
"0b7873352dbff0e09200630fe93acec676cc3a9b","DE0FLOE","DE00FWG",2900.0
"0b81dc445316b4a0737e7a577979b224f018f7aa","DE0SWNW","DE00SIM",5100.0
"0b89e9b0399e7feac7845592618ab633908d5395","DE00NCN","DE0NDOE",2600.0
"0b9052070b7d8684a6d1ac0688c884f00fe9a359","DE97519","DE00TBM",500.0
"0bb1d81ba39c71a71288f8d1c26cb497ad5b21f3","DE96534","DE95548",7800.0
"0bb3ce327d9d76a9b570176f230c41d18194dc11","DE00ROB","DE0ROBK",1000.0
"0bb5170dbb5cf323f405e33d909ebe7d4cbbcddb","DE00SEG","DE96300",2400.0
